seed,disruption,regime,kappa,algorithm,makespan,imbalance,workload_A,workload_B
0,0.0,uniform,,POOL-LBA(=yours),105,8.0,75.0,67.0
0,0.0,uniform,,SLOT-G-DEF,105,56.0,99.0,43.0
0,0.0,uniform,,SLOT-G-LBA,105,6.0,68.0,74.0
0,0.0,uniform,,SLOT-LFT-DEF,103,52.0,97.0,45.0
0,0.0,uniform,,SLOT-LFT-LBA,103,0.0,71.0,71.0
0,0.0,uniform,,SLOT-RAND-DEF,102,60.0,101.0,41.0
0,0.0,uniform,,SLOT-RAND-LBA,103,10.0,66.0,76.0
0,0.0,heterogeneous,4.0,POOL-LBA(=yours),105,8.0,75.0,67.0
0,0.0,heterogeneous,4.0,SLOT-G-DEF,105,56.0,99.0,43.0
0,0.0,heterogeneous,4.0,SLOT-G-LBA,105,6.0,68.0,74.0
0,0.0,heterogeneous,4.0,SLOT-LFT-DEF,103,52.0,97.0,45.0
0,0.0,heterogeneous,4.0,SLOT-LFT-LBA,103,0.0,71.0,71.0
0,0.0,heterogeneous,4.0,SLOT-RAND-DEF,103,56.0,99.0,43.0
0,0.0,heterogeneous,4.0,SLOT-RAND-LBA,105,2.0,72.0,70.0
0,0.0,heterogeneous,16.0,POOL-LBA(=yours),105,8.0,75.0,67.0
0,0.0,heterogeneous,16.0,SLOT-G-DEF,105,56.0,99.0,43.0
0,0.0,heterogeneous,16.0,SLOT-G-LBA,105,6.0,68.0,74.0
0,0.0,heterogeneous,16.0,SLOT-LFT-DEF,103,52.0,97.0,45.0
0,0.0,heterogeneous,16.0,SLOT-LFT-LBA,103,0.0,71.0,71.0
0,0.0,heterogeneous,16.0,SLOT-RAND-DEF,103,64.0,103.0,39.0
0,0.0,heterogeneous,16.0,SLOT-RAND-LBA,102,10.0,76.0,66.0
0,0.0,heterogeneous,64.0,POOL-LBA(=yours),105,8.0,75.0,67.0
0,0.0,heterogeneous,64.0,SLOT-G-DEF,105,56.0,99.0,43.0
0,0.0,heterogeneous,64.0,SLOT-G-LBA,105,6.0,68.0,74.0
0,0.0,heterogeneous,64.0,SLOT-LFT-DEF,103,52.0,97.0,45.0
0,0.0,heterogeneous,64.0,SLOT-LFT-LBA,103,0.0,71.0,71.0
0,0.0,heterogeneous,64.0,SLOT-RAND-DEF,109,66.0,104.0,38.0
0,0.0,heterogeneous,64.0,SLOT-RAND-LBA,102,8.0,75.0,67.0
0,0.1,uniform,,POOL-LBA(=yours),119,8.0,77.0,85.0
0,0.1,uniform,,SLOT-G-DEF,119,62.0,112.0,50.0
0,0.1,uniform,,SLOT-G-LBA,119,6.0,78.0,84.0
0,0.1,uniform,,SLOT-LFT-DEF,117,58.0,110.0,52.0
0,0.1,uniform,,SLOT-LFT-LBA,117,0.0,81.0,81.0
0,0.1,uniform,,SLOT-RAND-DEF,117,58.0,110.0,52.0
0,0.1,uniform,,SLOT-RAND-LBA,114,8.0,77.0,85.0
0,0.1,heterogeneous,4.0,POOL-LBA(=yours),120,7.0,76.0,83.0
0,0.1,heterogeneous,4.0,SLOT-G-DEF,120,65.0,112.0,47.0
0,0.1,heterogeneous,4.0,SLOT-G-LBA,120,9.0,84.0,75.0
0,0.1,heterogeneous,4.0,SLOT-LFT-DEF,118,57.0,108.0,51.0
0,0.1,heterogeneous,4.0,SLOT-LFT-LBA,118,1.0,79.0,80.0
0,0.1,heterogeneous,4.0,SLOT-RAND-DEF,112,61.0,110.0,49.0
0,0.1,heterogeneous,4.0,SLOT-RAND-LBA,124,15.0,87.0,72.0
0,0.1,heterogeneous,16.0,POOL-LBA(=yours),120,6.0,84.0,78.0
0,0.1,heterogeneous,16.0,SLOT-G-DEF,120,62.0,112.0,50.0
0,0.1,heterogeneous,16.0,SLOT-G-LBA,120,6.0,84.0,78.0
0,0.1,heterogeneous,16.0,SLOT-LFT-DEF,117,60.0,111.0,51.0
0,0.1,heterogeneous,16.0,SLOT-LFT-LBA,117,2.0,82.0,80.0
0,0.1,heterogeneous,16.0,SLOT-RAND-DEF,114,48.0,105.0,57.0
0,0.1,heterogeneous,16.0,SLOT-RAND-LBA,113,4.0,79.0,83.0
0,0.1,heterogeneous,64.0,POOL-LBA(=yours),119,6.0,77.0,83.0
0,0.1,heterogeneous,64.0,SLOT-G-DEF,119,62.0,111.0,49.0
0,0.1,heterogeneous,64.0,SLOT-G-LBA,119,8.0,76.0,84.0
0,0.1,heterogeneous,64.0,SLOT-LFT-DEF,116,54.0,107.0,53.0
0,0.1,heterogeneous,64.0,SLOT-LFT-LBA,116,0.0,80.0,80.0
0,0.1,heterogeneous,64.0,SLOT-RAND-DEF,117,74.0,117.0,43.0
0,0.1,heterogeneous,64.0,SLOT-RAND-LBA,115,8.0,84.0,76.0
0,0.2,uniform,,POOL-LBA(=yours),125,9.0,89.0,80.0
0,0.2,uniform,,SLOT-G-DEF,125,67.0,118.0,51.0
0,0.2,uniform,,SLOT-G-LBA,125,9.0,89.0,80.0
0,0.2,uniform,,SLOT-LFT-DEF,122,61.0,115.0,54.0
0,0.2,uniform,,SLOT-LFT-LBA,122,1.0,84.0,85.0
0,0.2,uniform,,SLOT-RAND-DEF,120,53.0,111.0,58.0
0,0.2,uniform,,SLOT-RAND-LBA,120,13.0,78.0,91.0
0,0.2,heterogeneous,4.0,POOL-LBA(=yours),121,5.0,81.0,86.0
0,0.2,heterogeneous,4.0,SLOT-G-DEF,121,67.0,117.0,50.0
0,0.2,heterogeneous,4.0,SLOT-G-LBA,121,7.0,87.0,80.0
0,0.2,heterogeneous,4.0,SLOT-LFT-DEF,123,79.0,123.0,44.0
0,0.2,heterogeneous,4.0,SLOT-LFT-LBA,123,1.0,84.0,83.0
0,0.2,heterogeneous,4.0,SLOT-RAND-DEF,125,59.0,113.0,54.0
0,0.2,heterogeneous,4.0,SLOT-RAND-LBA,125,5.0,86.0,81.0
0,0.2,heterogeneous,16.0,POOL-LBA(=yours),123,8.0,78.0,86.0
0,0.2,heterogeneous,16.0,SLOT-G-DEF,123,62.0,113.0,51.0
0,0.2,heterogeneous,16.0,SLOT-G-LBA,123,8.0,78.0,86.0
0,0.2,heterogeneous,16.0,SLOT-LFT-DEF,120,64.0,114.0,50.0
0,0.2,heterogeneous,16.0,SLOT-LFT-LBA,120,6.0,85.0,79.0
0,0.2,heterogeneous,16.0,SLOT-RAND-DEF,125,70.0,117.0,47.0
0,0.2,heterogeneous,16.0,SLOT-RAND-LBA,120,18.0,73.0,91.0
0,0.2,heterogeneous,64.0,POOL-LBA(=yours),126,8.0,89.0,81.0
0,0.2,heterogeneous,64.0,SLOT-G-DEF,126,66.0,118.0,52.0
0,0.2,heterogeneous,64.0,SLOT-G-LBA,126,8.0,81.0,89.0
0,0.2,heterogeneous,64.0,SLOT-LFT-DEF,124,58.0,114.0,56.0
0,0.2,heterogeneous,64.0,SLOT-LFT-LBA,124,0.0,85.0,85.0
0,0.2,heterogeneous,64.0,SLOT-RAND-DEF,123,60.0,115.0,55.0
0,0.2,heterogeneous,64.0,SLOT-RAND-LBA,124,4.0,87.0,83.0
0,0.3,uniform,,POOL-LBA(=yours),134,9.0,95.0,86.0
0,0.3,uniform,,SLOT-G-DEF,134,73.0,127.0,54.0
0,0.3,uniform,,SLOT-G-LBA,134,7.0,87.0,94.0
0,0.3,uniform,,SLOT-LFT-DEF,132,67.0,124.0,57.0
0,0.3,uniform,,SLOT-LFT-LBA,132,1.0,90.0,91.0
0,0.3,uniform,,SLOT-RAND-DEF,133,73.0,127.0,54.0
0,0.3,uniform,,SLOT-RAND-LBA,139,17.0,99.0,82.0
0,0.3,heterogeneous,4.0,POOL-LBA(=yours),134,11.0,84.0,95.0
0,0.3,heterogeneous,4.0,SLOT-G-DEF,134,85.0,132.0,47.0
0,0.3,heterogeneous,4.0,SLOT-G-LBA,134,11.0,84.0,95.0
0,0.3,heterogeneous,4.0,SLOT-LFT-DEF,134,75.0,127.0,52.0
0,0.3,heterogeneous,4.0,SLOT-LFT-LBA,134,9.0,94.0,85.0
0,0.3,heterogeneous,4.0,SLOT-RAND-DEF,138,75.0,127.0,52.0
0,0.3,heterogeneous,4.0,SLOT-RAND-LBA,130,9.0,94.0,85.0
0,0.3,heterogeneous,16.0,POOL-LBA(=yours),137,7.0,89.0,96.0
0,0.3,heterogeneous,16.0,SLOT-G-DEF,137,73.0,129.0,56.0
0,0.3,heterogeneous,16.0,SLOT-G-LBA,137,11.0,87.0,98.0
0,0.3,heterogeneous,16.0,SLOT-LFT-DEF,134,61.0,123.0,62.0
0,0.3,heterogeneous,16.0,SLOT-LFT-LBA,134,1.0,92.0,93.0
0,0.3,heterogeneous,16.0,SLOT-RAND-DEF,130,57.0,121.0,64.0
0,0.3,heterogeneous,16.0,SLOT-RAND-LBA,133,5.0,90.0,95.0
0,0.3,heterogeneous,64.0,POOL-LBA(=yours),141,8.0,99.0,91.0
0,0.3,heterogeneous,64.0,SLOT-G-DEF,141,76.0,133.0,57.0
0,0.3,heterogeneous,64.0,SLOT-G-LBA,141,8.0,91.0,99.0
0,0.3,heterogeneous,64.0,SLOT-LFT-DEF,139,64.0,127.0,63.0
0,0.3,heterogeneous,64.0,SLOT-LFT-LBA,139,2.0,96.0,94.0
0,0.3,heterogeneous,64.0,SLOT-RAND-DEF,142,92.0,141.0,49.0
0,0.3,heterogeneous,64.0,SLOT-RAND-LBA,142,20.0,85.0,105.0
1,0.0,uniform,,POOL-LBA(=yours),107,5.0,72.0,67.0
1,0.0,uniform,,SLOT-G-DEF,107,61.0,100.0,39.0
1,0.0,uniform,,SLOT-G-LBA,107,1.0,69.0,70.0
1,0.0,uniform,,SLOT-LFT-DEF,101,63.0,101.0,38.0
1,0.0,uniform,,SLOT-LFT-LBA,101,1.0,69.0,70.0
1,0.0,uniform,,SLOT-RAND-DEF,103,67.0,103.0,36.0
1,0.0,uniform,,SLOT-RAND-LBA,101,9.0,74.0,65.0
1,0.0,heterogeneous,4.0,POOL-LBA(=yours),107,5.0,72.0,67.0
1,0.0,heterogeneous,4.0,SLOT-G-DEF,107,61.0,100.0,39.0
1,0.0,heterogeneous,4.0,SLOT-G-LBA,107,1.0,69.0,70.0
1,0.0,heterogeneous,4.0,SLOT-LFT-DEF,101,63.0,101.0,38.0
1,0.0,heterogeneous,4.0,SLOT-LFT-LBA,101,1.0,69.0,70.0
1,0.0,heterogeneous,4.0,SLOT-RAND-DEF,102,55.0,97.0,42.0
1,0.0,heterogeneous,4.0,SLOT-RAND-LBA,103,9.0,65.0,74.0
1,0.0,heterogeneous,16.0,POOL-LBA(=yours),107,5.0,72.0,67.0
1,0.0,heterogeneous,16.0,SLOT-G-DEF,107,61.0,100.0,39.0
1,0.0,heterogeneous,16.0,SLOT-G-LBA,107,1.0,69.0,70.0
1,0.0,heterogeneous,16.0,SLOT-LFT-DEF,101,63.0,101.0,38.0
1,0.0,heterogeneous,16.0,SLOT-LFT-LBA,101,1.0,69.0,70.0
1,0.0,heterogeneous,16.0,SLOT-RAND-DEF,101,53.0,96.0,43.0
1,0.0,heterogeneous,16.0,SLOT-RAND-LBA,101,5.0,72.0,67.0
1,0.0,heterogeneous,64.0,POOL-LBA(=yours),107,5.0,72.0,67.0
1,0.0,heterogeneous,64.0,SLOT-G-DEF,107,61.0,100.0,39.0
1,0.0,heterogeneous,64.0,SLOT-G-LBA,107,1.0,69.0,70.0
1,0.0,heterogeneous,64.0,SLOT-LFT-DEF,101,63.0,101.0,38.0
1,0.0,heterogeneous,64.0,SLOT-LFT-LBA,101,1.0,69.0,70.0
1,0.0,heterogeneous,64.0,SLOT-RAND-DEF,104,61.0,100.0,39.0
1,0.0,heterogeneous,64.0,SLOT-RAND-LBA,102,13.0,76.0,63.0
1,0.1,uniform,,POOL-LBA(=yours),122,5.0,77.0,82.0
1,0.1,uniform,,SLOT-G-DEF,122,69.0,114.0,45.0
1,0.1,uniform,,SLOT-G-LBA,122,1.0,79.0,80.0
1,0.1,uniform,,SLOT-LFT-DEF,115,71.0,115.0,44.0
1,0.1,uniform,,SLOT-LFT-LBA,115,1.0,79.0,80.0
1,0.1,uniform,,SLOT-RAND-DEF,119,69.0,114.0,45.0
1,0.1,uniform,,SLOT-RAND-LBA,122,17.0,88.0,71.0
1,0.1,heterogeneous,4.0,POOL-LBA(=yours),116,3.0,77.0,74.0
1,0.1,heterogeneous,4.0,SLOT-G-DEF,116,69.0,110.0,41.0
1,0.1,heterogeneous,4.0,SLOT-G-LBA,116,3.0,74.0,77.0
1,0.1,heterogeneous,4.0,SLOT-LFT-DEF,111,71.0,111.0,40.0
1,0.1,heterogeneous,4.0,SLOT-LFT-LBA,111,1.0,76.0,75.0
1,0.1,heterogeneous,4.0,SLOT-RAND-DEF,110,69.0,110.0,41.0
1,0.1,heterogeneous,4.0,SLOT-RAND-LBA,113,1.0,76.0,75.0
1,0.1,heterogeneous,16.0,POOL-LBA(=yours),114,4.0,72.0,76.0
1,0.1,heterogeneous,16.0,SLOT-G-DEF,114,66.0,107.0,41.0
1,0.1,heterogeneous,16.0,SLOT-G-LBA,114,2.0,73.0,75.0
1,0.1,heterogeneous,16.0,SLOT-LFT-DEF,108,68.0,108.0,40.0
1,0.1,heterogeneous,16.0,SLOT-LFT-LBA,108,2.0,73.0,75.0
1,0.1,heterogeneous,16.0,SLOT-RAND-DEF,109,46.0,97.0,51.0
1,0.1,heterogeneous,16.0,SLOT-RAND-LBA,108,2.0,75.0,73.0
1,0.1,heterogeneous,64.0,POOL-LBA(=yours),117,5.0,79.0,74.0
1,0.1,heterogeneous,64.0,SLOT-G-DEF,117,65.0,109.0,44.0
1,0.1,heterogeneous,64.0,SLOT-G-LBA,117,1.0,76.0,77.0
1,0.1,heterogeneous,64.0,SLOT-LFT-DEF,111,69.0,111.0,42.0
1,0.1,heterogeneous,64.0,SLOT-LFT-LBA,111,1.0,76.0,77.0
1,0.1,heterogeneous,64.0,SLOT-RAND-DEF,115,61.0,107.0,46.0
1,0.1,heterogeneous,64.0,SLOT-RAND-LBA,115,7.0,80.0,73.0
1,0.2,uniform,,POOL-LBA(=yours),129,4.0,86.0,82.0
1,0.2,uniform,,SLOT-G-DEF,129,74.0,121.0,47.0
1,0.2,uniform,,SLOT-G-LBA,129,0.0,84.0,84.0
1,0.2,uniform,,SLOT-LFT-DEF,122,76.0,122.0,46.0
1,0.2,uniform,,SLOT-LFT-LBA,122,0.0,84.0,84.0
1,0.2,uniform,,SLOT-RAND-DEF,124,60.0,114.0,54.0
1,0.2,uniform,,SLOT-RAND-LBA,122,2.0,85.0,83.0
1,0.2,heterogeneous,4.0,POOL-LBA(=yours),143,5.0,93.0,88.0
1,0.2,heterogeneous,4.0,SLOT-G-DEF,143,91.0,136.0,45.0
1,0.2,heterogeneous,4.0,SLOT-G-LBA,143,7.0,87.0,94.0
1,0.2,heterogeneous,4.0,SLOT-LFT-DEF,137,93.0,137.0,44.0
1,0.2,heterogeneous,4.0,SLOT-LFT-LBA,137,3.0,92.0,89.0
1,0.2,heterogeneous,4.0,SLOT-RAND-DEF,138,71.0,126.0,55.0
1,0.2,heterogeneous,4.0,SLOT-RAND-LBA,135,9.0,86.0,95.0
1,0.2,heterogeneous,16.0,POOL-LBA(=yours),126,3.0,81.0,84.0
1,0.2,heterogeneous,16.0,SLOT-G-DEF,126,69.0,117.0,48.0
1,0.2,heterogeneous,16.0,SLOT-G-LBA,126,1.0,82.0,83.0
1,0.2,heterogeneous,16.0,SLOT-LFT-DEF,118,71.0,118.0,47.0
1,0.2,heterogeneous,16.0,SLOT-LFT-LBA,118,3.0,84.0,81.0
1,0.2,heterogeneous,16.0,SLOT-RAND-DEF,125,73.0,119.0,46.0
1,0.2,heterogeneous,16.0,SLOT-RAND-LBA,118,7.0,86.0,79.0
1,0.2,heterogeneous,64.0,POOL-LBA(=yours),130,7.0,88.0,81.0
1,0.2,heterogeneous,64.0,SLOT-G-DEF,130,77.0,123.0,46.0
1,0.2,heterogeneous,64.0,SLOT-G-LBA,130,3.0,83.0,86.0
1,0.2,heterogeneous,64.0,SLOT-LFT-DEF,123,77.0,123.0,46.0
1,0.2,heterogeneous,64.0,SLOT-LFT-LBA,123,1.0,85.0,84.0
1,0.2,heterogeneous,64.0,SLOT-RAND-DEF,123,67.0,118.0,51.0
1,0.2,heterogeneous,64.0,SLOT-RAND-LBA,123,1.0,85.0,84.0
1,0.3,uniform,,POOL-LBA(=yours),136,6.0,85.0,91.0
1,0.3,uniform,,SLOT-G-DEF,136,78.0,127.0,49.0
1,0.3,uniform,,SLOT-G-LBA,136,2.0,87.0,89.0
1,0.3,uniform,,SLOT-LFT-DEF,129,82.0,129.0,47.0
1,0.3,uniform,,SLOT-LFT-LBA,129,2.0,87.0,89.0
1,0.3,uniform,,SLOT-RAND-DEF,130,52.0,114.0,62.0
1,0.3,uniform,,SLOT-RAND-LBA,129,6.0,91.0,85.0
1,0.3,heterogeneous,4.0,POOL-LBA(=yours),131,1.0,87.0,86.0
1,0.3,heterogeneous,4.0,SLOT-G-DEF,131,89.0,131.0,42.0
1,0.3,heterogeneous,4.0,SLOT-G-LBA,131,1.0,87.0,86.0
1,0.3,heterogeneous,4.0,SLOT-LFT-DEF,125,77.0,125.0,48.0
1,0.3,heterogeneous,4.0,SLOT-LFT-LBA,125,3.0,88.0,85.0
1,0.3,heterogeneous,4.0,SLOT-RAND-DEF,129,65.0,119.0,54.0
1,0.3,heterogeneous,4.0,SLOT-RAND-LBA,132,13.0,80.0,93.0
1,0.3,heterogeneous,16.0,POOL-LBA(=yours),139,4.0,88.0,92.0
1,0.3,heterogeneous,16.0,SLOT-G-DEF,139,94.0,137.0,43.0
1,0.3,heterogeneous,16.0,SLOT-G-LBA,139,6.0,93.0,87.0
1,0.3,heterogeneous,16.0,SLOT-LFT-DEF,131,70.0,125.0,55.0
1,0.3,heterogeneous,16.0,SLOT-LFT-LBA,131,2.0,91.0,89.0
1,0.3,heterogeneous,16.0,SLOT-RAND-DEF,131,80.0,130.0,50.0
1,0.3,heterogeneous,16.0,SLOT-RAND-LBA,136,2.0,89.0,91.0
1,0.3,heterogeneous,64.0,POOL-LBA(=yours),139,4.0,88.0,92.0
1,0.3,heterogeneous,64.0,SLOT-G-DEF,139,80.0,130.0,50.0
1,0.3,heterogeneous,64.0,SLOT-G-LBA,139,0.0,90.0,90.0
1,0.3,heterogeneous,64.0,SLOT-LFT-DEF,133,86.0,133.0,47.0
1,0.3,heterogeneous,64.0,SLOT-LFT-LBA,133,2.0,89.0,91.0
1,0.3,heterogeneous,64.0,SLOT-RAND-DEF,137,94.0,137.0,43.0
1,0.3,heterogeneous,64.0,SLOT-RAND-LBA,135,4.0,88.0,92.0
2,0.0,uniform,,POOL-LBA(=yours),109,3.0,73.0,70.0
2,0.0,uniform,,SLOT-G-DEF,109,67.0,105.0,38.0
2,0.0,uniform,,SLOT-G-LBA,109,1.0,72.0,71.0
2,0.0,uniform,,SLOT-LFT-DEF,101,59.0,101.0,42.0
2,0.0,uniform,,SLOT-LFT-LBA,101,5.0,74.0,69.0
2,0.0,uniform,,SLOT-RAND-DEF,107,59.0,101.0,42.0
2,0.0,uniform,,SLOT-RAND-LBA,100,7.0,75.0,68.0
2,0.0,heterogeneous,4.0,POOL-LBA(=yours),109,3.0,73.0,70.0
2,0.0,heterogeneous,4.0,SLOT-G-DEF,109,67.0,105.0,38.0
2,0.0,heterogeneous,4.0,SLOT-G-LBA,109,1.0,72.0,71.0
2,0.0,heterogeneous,4.0,SLOT-LFT-DEF,101,59.0,101.0,42.0
2,0.0,heterogeneous,4.0,SLOT-LFT-LBA,101,5.0,74.0,69.0
2,0.0,heterogeneous,4.0,SLOT-RAND-DEF,107,57.0,100.0,43.0
2,0.0,heterogeneous,4.0,SLOT-RAND-LBA,108,3.0,70.0,73.0
2,0.0,heterogeneous,16.0,POOL-LBA(=yours),109,3.0,73.0,70.0
2,0.0,heterogeneous,16.0,SLOT-G-DEF,109,67.0,105.0,38.0
2,0.0,heterogeneous,16.0,SLOT-G-LBA,109,1.0,72.0,71.0
2,0.0,heterogeneous,16.0,SLOT-LFT-DEF,101,59.0,101.0,42.0
2,0.0,heterogeneous,16.0,SLOT-LFT-LBA,101,5.0,74.0,69.0
2,0.0,heterogeneous,16.0,SLOT-RAND-DEF,107,49.0,96.0,47.0
2,0.0,heterogeneous,16.0,SLOT-RAND-LBA,107,5.0,74.0,69.0
2,0.0,heterogeneous,64.0,POOL-LBA(=yours),109,3.0,73.0,70.0
2,0.0,heterogeneous,64.0,SLOT-G-DEF,109,67.0,105.0,38.0
2,0.0,heterogeneous,64.0,SLOT-G-LBA,109,1.0,72.0,71.0
2,0.0,heterogeneous,64.0,SLOT-LFT-DEF,101,59.0,101.0,42.0
2,0.0,heterogeneous,64.0,SLOT-LFT-LBA,101,5.0,74.0,69.0
2,0.0,heterogeneous,64.0,SLOT-RAND-DEF,102,53.0,98.0,45.0
2,0.0,heterogeneous,64.0,SLOT-RAND-LBA,102,3.0,70.0,73.0
2,0.1,uniform,,POOL-LBA(=yours),124,3.0,83.0,80.0
2,0.1,uniform,,SLOT-G-DEF,124,77.0,120.0,43.0
2,0.1,uniform,,SLOT-G-LBA,124,1.0,82.0,81.0
2,0.1,uniform,,SLOT-LFT-DEF,115,67.0,115.0,48.0
2,0.1,uniform,,SLOT-LFT-LBA,115,5.0,79.0,84.0
2,0.1,uniform,,SLOT-RAND-DEF,116,49.0,106.0,57.0
2,0.1,uniform,,SLOT-RAND-LBA,129,13.0,75.0,88.0
2,0.1,heterogeneous,4.0,POOL-LBA(=yours),123,3.0,79.0,82.0
2,0.1,heterogeneous,4.0,SLOT-G-DEF,123,69.0,115.0,46.0
2,0.1,heterogeneous,4.0,SLOT-G-LBA,123,3.0,82.0,79.0
2,0.1,heterogeneous,4.0,SLOT-LFT-DEF,113,65.0,113.0,48.0
2,0.1,heterogeneous,4.0,SLOT-LFT-LBA,113,3.0,79.0,82.0
2,0.1,heterogeneous,4.0,SLOT-RAND-DEF,113,53.0,107.0,54.0
2,0.1,heterogeneous,4.0,SLOT-RAND-LBA,112,3.0,79.0,82.0
2,0.1,heterogeneous,16.0,POOL-LBA(=yours),123,4.0,78.0,82.0
2,0.1,heterogeneous,16.0,SLOT-G-DEF,123,60.0,110.0,50.0
2,0.1,heterogeneous,16.0,SLOT-G-LBA,123,14.0,87.0,73.0
2,0.1,heterogeneous,16.0,SLOT-LFT-DEF,113,52.0,106.0,54.0
2,0.1,heterogeneous,16.0,SLOT-LFT-LBA,113,10.0,85.0,75.0
2,0.1,heterogeneous,16.0,SLOT-RAND-DEF,127,52.0,106.0,54.0
2,0.1,heterogeneous,16.0,SLOT-RAND-LBA,112,10.0,75.0,85.0
2,0.1,heterogeneous,64.0,POOL-LBA(=yours),125,2.0,81.0,83.0
2,0.1,heterogeneous,64.0,SLOT-G-DEF,125,76.0,120.0,44.0
2,0.1,heterogeneous,64.0,SLOT-G-LBA,125,0.0,82.0,82.0
2,0.1,heterogeneous,64.0,SLOT-LFT-DEF,116,68.0,116.0,48.0
2,0.1,heterogeneous,64.0,SLOT-LFT-LBA,116,2.0,83.0,81.0
2,0.1,heterogeneous,64.0,SLOT-RAND-DEF,116,50.0,107.0,57.0
2,0.1,heterogeneous,64.0,SLOT-RAND-LBA,116,8.0,86.0,78.0
2,0.2,uniform,,POOL-LBA(=yours),132,2.0,87.0,85.0
2,0.2,uniform,,SLOT-G-DEF,132,78.0,125.0,47.0
2,0.2,uniform,,SLOT-G-LBA,132,2.0,87.0,85.0
2,0.2,uniform,,SLOT-LFT-DEF,122,72.0,122.0,50.0
2,0.2,uniform,,SLOT-LFT-LBA,122,4.0,88.0,84.0
2,0.2,uniform,,SLOT-RAND-DEF,129,62.0,117.0,55.0
2,0.2,uniform,,SLOT-RAND-LBA,124,0.0,86.0,86.0
2,0.2,heterogeneous,4.0,POOL-LBA(=yours),127,3.0,86.0,83.0
2,0.2,heterogeneous,4.0,SLOT-G-DEF,127,61.0,115.0,54.0
2,0.2,heterogeneous,4.0,SLOT-G-LBA,127,1.0,84.0,85.0
2,0.2,heterogeneous,4.0,SLOT-LFT-DEF,116,61.0,115.0,54.0
2,0.2,heterogeneous,4.0,SLOT-LFT-LBA,116,5.0,87.0,82.0
2,0.2,heterogeneous,4.0,SLOT-RAND-DEF,130,59.0,114.0,55.0
2,0.2,heterogeneous,4.0,SLOT-RAND-LBA,124,3.0,86.0,83.0
2,0.2,heterogeneous,16.0,POOL-LBA(=yours),131,4.0,83.0,87.0
2,0.2,heterogeneous,16.0,SLOT-G-DEF,131,84.0,127.0,43.0
2,0.2,heterogeneous,16.0,SLOT-G-LBA,131,4.0,87.0,83.0
2,0.2,heterogeneous,16.0,SLOT-LFT-DEF,121,72.0,121.0,49.0
2,0.2,heterogeneous,16.0,SLOT-LFT-LBA,121,6.0,82.0,88.0
2,0.2,heterogeneous,16.0,SLOT-RAND-DEF,121,66.0,118.0,52.0
2,0.2,heterogeneous,16.0,SLOT-RAND-LBA,128,8.0,81.0,89.0
2,0.2,heterogeneous,64.0,POOL-LBA(=yours),130,2.0,84.0,86.0
2,0.2,heterogeneous,64.0,SLOT-G-DEF,130,78.0,124.0,46.0
2,0.2,heterogeneous,64.0,SLOT-G-LBA,130,2.0,86.0,84.0
2,0.2,heterogeneous,64.0,SLOT-LFT-DEF,121,72.0,121.0,49.0
2,0.2,heterogeneous,64.0,SLOT-LFT-LBA,121,6.0,82.0,88.0
2,0.2,heterogeneous,64.0,SLOT-RAND-DEF,126,82.0,126.0,44.0
2,0.2,heterogeneous,64.0,SLOT-RAND-LBA,128,14.0,92.0,78.0
2,0.3,uniform,,POOL-LBA(=yours),138,2.0,90.0,92.0
2,0.3,uniform,,SLOT-G-DEF,138,86.0,134.0,48.0
2,0.3,uniform,,SLOT-G-LBA,138,0.0,91.0,91.0
2,0.3,uniform,,SLOT-LFT-DEF,128,74.0,128.0,54.0
2,0.3,uniform,,SLOT-LFT-LBA,128,6.0,94.0,88.0
2,0.3,uniform,,SLOT-RAND-DEF,137,62.0,122.0,60.0
2,0.3,uniform,,SLOT-RAND-LBA,128,10.0,86.0,96.0
2,0.3,heterogeneous,4.0,POOL-LBA(=yours),134,2.0,91.0,89.0
2,0.3,heterogeneous,4.0,SLOT-G-DEF,134,66.0,123.0,57.0
2,0.3,heterogeneous,4.0,SLOT-G-LBA,134,16.0,82.0,98.0
2,0.3,heterogeneous,4.0,SLOT-LFT-DEF,127,58.0,119.0,61.0
2,0.3,heterogeneous,4.0,SLOT-LFT-LBA,127,12.0,84.0,96.0
2,0.3,heterogeneous,4.0,SLOT-RAND-DEF,133,66.0,123.0,57.0
2,0.3,heterogeneous,4.0,SLOT-RAND-LBA,130,10.0,95.0,85.0
2,0.3,heterogeneous,16.0,POOL-LBA(=yours),144,3.0,94.0,97.0
2,0.3,heterogeneous,16.0,SLOT-G-DEF,144,89.0,140.0,51.0
2,0.3,heterogeneous,16.0,SLOT-G-LBA,144,3.0,97.0,94.0
2,0.3,heterogeneous,16.0,SLOT-LFT-DEF,134,77.0,134.0,57.0
2,0.3,heterogeneous,16.0,SLOT-LFT-LBA,134,7.0,92.0,99.0
2,0.3,heterogeneous,16.0,SLOT-RAND-DEF,149,61.0,126.0,65.0
2,0.3,heterogeneous,16.0,SLOT-RAND-LBA,133,7.0,99.0,92.0
2,0.3,heterogeneous,64.0,POOL-LBA(=yours),138,3.0,92.0,89.0
2,0.3,heterogeneous,64.0,SLOT-G-DEF,138,85.0,133.0,48.0
2,0.3,heterogeneous,64.0,SLOT-G-LBA,138,1.0,90.0,91.0
2,0.3,heterogeneous,64.0,SLOT-LFT-DEF,128,75.0,128.0,53.0
2,0.3,heterogeneous,64.0,SLOT-LFT-LBA,128,3.0,89.0,92.0
